,gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,playNullifiedByPenalty,absoluteYardlineNumber,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,expectedPoints,offenseFormation,receiverAlignment,playClockAtSnap,passResult,passLength,targetX,targetY,playAction,dropbackType,dropbackDistance,passLocationType,timeToThrow,timeInTackleBox,timeToSack,passTippedAtLine,unblockedPressure,qbSpike,qbKneel,qbSneak,rushLocationType,penaltyYards,prePenaltyYardsGained,yardsGained,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,expectedPointsAdded,isDropback,pff_runConceptPrimary,pff_runConceptSecondary,pff_runPassOption,pff_passCoverage,pff_manZone,swing_play
11812,2022100211,332,"(8:59) (Shotgun) A.Rodgers pass short left to R.Doubs to 50 for 1 yard (A.Phillips, Ja.Jones). FUMBLES (Ja.Jones), touched at NE 49, RECOVERED by NE-Ja.Jones at GB 49.",1,1,10,GB,NE,GB,49,08:59,0,3,N,61,0.740596229210496,0.259403770789504,3.12897054268979,EMPTY,3x2,4.0,C,0.0,61.68,11.91,False,TRADITIONAL,0.660000026226044,INSIDE_BOX,1.135,1.13499999046326,,False,False,False,0,,,,1,0,-0.100420901551843,0.100420901551843,-5.94841622863896,True,,,0,Cover-2,Zone,1
11814,2022100900,3236,"(6:40) (Shotgun) D.Jones pass short right to D.Slayton to GB 4 for 6 yards (R.Douglas). PENALTY on GB-R.Douglas, Unnecessary Roughness, 2 yards, enforced at GB 4.",4,2,10,NYG,GB,GB,10,06:40,20,20,N,100,0.374618090689182,0.625381909310818,4.67527319409419,SHOTGUN,3x1,3.0,C,6.0,106.03,17.68,False,TRADITIONAL,2.35999989509583,INSIDE_BOX,3.036,3.03600001335144,,False,False,False,0,,,2.0,6,8,-0.121898636221886,0.121898636221886,1.61400127669913,True,,,0,Red Zone,Other,1
11872,2022100211,3775,(7:00) (Shotgun) B.Zappe pass incomplete short right to H.Henry.,5,3,5,NE,GB,GB,46,07:00,24,24,N,56,0.398064145207449,0.601935854792551,1.86801061569713,SHOTGUN,2x2,18.0,I,6.0,48.2,39.0,False,SCRAMBLE,2.34999990463257,OUTSIDE_RIGHT,4.738,4.40000009536743,,False,False,False,0,,,,0,0,0.170833651474309,-0.170833651474309,-1.71422821749002,True,,,0,Cover-1,Man,1
11912,2022103000,3742,(3:49) (Shotgun) R.Wilson pass deep right to K.Hamler to JAX 33 for 47 yards (T.Herndon).,4,1,10,DEN,JAX,DEN,20,03:49,17,14,N,30,0.674011677503586,0.325988322496414,0.873347198357806,SHOTGUN,2x2,12.0,C,40.0,67.38,3.77,False,TRADITIONAL,3.69000005722046,INSIDE_BOX,2.969,2.96900010108948,,False,False,False,0,,,,47,47,-0.219866745173931,0.219866745173931,2.73470148589695,True,,,0,Cover-3 Seam,Zone,1
11934,2022091200,3826,(1:11) (Shotgun) R.Wilson pass short left to J.Williams to SEA 46 for 9 yards (J.Brooks).,4,3,14,DEN,SEA,DEN,45,01:11,17,16,N,65,0.508993662893772,0.491006337106228,0.967420078930445,SHOTGUN,2x2,5.0,C,-6.0,70.69,12.73,False,TRADITIONAL,3.99000000953674,INSIDE_BOX,2.836,2.83599996566772,,False,False,False,0,,,,9,9,0.282255498692393,-0.282255498692393,-0.71992446022341,True,,,0,Cover 6-Left,Zone,1
11967,2022101603,4033,"(:49) (No Huddle, Shotgun) M.Ryan pass short middle to M.Pittman to JAX 29 for 15 yards (A.Cisco; D.Williams).",4,3,10,IND,JAX,JAX,44,00:49,26,27,N,66,0.651627250574529,0.348372749425471,2.31049527169671,SHOTGUN,2x2,15.0,C,6.0,71.35,14.58,False,TRADITIONAL,2.61999988555908,INSIDE_BOX,2.114,2.11400008201599,,False,False,False,0,,,,15,15,0.139630524255335,-0.139630524255335,1.28044687910005,True,,,0,Cover-1,Man,1
12096,2022091101,3862,"(1:36) (No Huddle, Shotgun) B.Mayfield pass short right to C.McCaffrey to CLV 29 for 21 yards (J.Johnson). PENALTY on CLV-J.Johnson, Horse Collar Tackle, 15 yards, enforced at CLV 29.",4,2,6,CAR,CLE,,50,01:36,21,23,N,60,0.569997984170914,0.430002015829086,2.29281510889996,SHOTGUN,3x1,22.0,C,-5.0,53.67,14.87,False,TRADITIONAL,3.72000002861023,INSIDE_BOX,1.702,1.70200002193451,,False,True,False,0,,,15.0,21,36,0.229649932403117,-0.229649932403117,2.6630585170351,True,,,0,Cover-3,Zone,1
12098,2022091500,3138,"(10:43) (No Huddle, Shotgun) J.Herbert pass short right intended for G.Everett INTERCEPTED by Ja.Watson at KC 1. Ja.Watson for 99 yards, TOUCHDOWN.",4,1,3,LAC,KC,KC,3,10:43,17,17,N,13,0.309948571026325,0.690051428973675,6.02360021788627,SHOTGUN,2x2,27.0,IN,2.0,10.97,43.69,False,TRADITIONAL,3.65000009536743,INSIDE_BOX,2.369,2.36899995803833,,False,False,False,0,,,,0,0,0.541160643100739,-0.541160643100739,-13.0236002178863,True,,,0,Cover-0,Man,1
12119,2022092511,3504,(3:13) G.Smith pass deep left to T.Lockett to ATL 30 for 20 yards (A.Terrell).,4,1,10,SEA,ATL,,50,03:13,23,27,N,60,0.320154171437025,0.679845828562975,2.28236438613385,SINGLEBACK,2x2,18.0,C,20.0,79.69,41.02,True,TRADITIONAL,9.17000007629395,INSIDE_BOX,3.537,3.53699994087219,,False,False,False,0,,,,20,20,0.107260815799236,-0.107260815799236,1.25587361434009,True,OUTSIDE ZONE,,0,Cover-6 Right,Zone,1
12150,2022091105,1283,(4:34) M.Ryan pass short right intended for J.Taylor INTERCEPTED by J.Hughes at HST 28. J.Hughes to HST 42 for 14 yards (M.Ryan).,2,2,7,IND,HOU,HOU,22,04:34,3,3,N,88,0.21592453494668,0.78407546505332,4.04615196760278,SINGLEBACK,3x1,9.0,IN,-6.0,83.24,15.21,True,TRADITIONAL,7.65000009536743,INSIDE_BOX,2.696,2.69600009918213,,True,False,False,0,,,,0,0,0.143303263932467,-0.143303263932467,-6.04119700437877,True,INSIDE ZONE,,0,Cover-3,Zone,1
12167,2022091104,4221,"(3:56) (Shotgun) J.Goff pass deep right to D.Chark for 22 yards, TOUCHDOWN.",4,3,2,DET,PHI,PHI,22,03:56,28,38,N,32,0.085139574483037,0.914860425516963,3.59045476961182,SHOTGUN,3x1,20.0,C,22.0,9.49,51.31,False,TRADITIONAL,3.42000007629395,INSIDE_BOX,2.202,2.20199990272522,,False,False,False,0,,,,22,22,0.106751075014472,-0.106751075014472,3.40954523038818,True,,,0,Cover-1,Man,1
12190,2022100202,881,"(:28) D.Singletary up the middle to BUF 36 for 4 yards (O.Oweh). FUMBLES (O.Oweh), RECOVERED by BLT-M.Williams at BUF 36.",1,1,10,BUF,BAL,BUF,32,00:28,14,3,N,78,0.707862975075841,0.292137024924159,1.588561355602,SINGLEBACK,2x2,13.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_LEFT,,4,4,0.110033551231027,-0.110033551231027,-5.26339482038748,False,INSIDE ZONE,,0,Cover-3,Zone,1
12203,2022110603,3813,(:50) (Shotgun) A.Rodgers pass incomplete deep left to A.Lazard.,4,2,10,GB,DET,DET,17,00:50,15,9,N,93,0.579907465726137,0.420092534273863,4.28749709791737,SHOTGUN,3x1,3.0,I,17.0,105.53,54.98,False,TRADITIONAL,2.84999990463257,INSIDE_BOX,1.881,1.88100004196167,,False,False,False,0,,,,0,0,0.104693353672822,-0.104693353672822,-0.692560578114353,True,,,0,Quarters,Zone,1
12251,2022101000,4047,"(:51) (Shotgun) D.Carr pass short right to D.Adams ran ob at KC 39 for 15 yards. The Replay Official reviewed the pass completion ruling, and the play was REVERSED. (Shotgun) D.Carr pass incomplete short right to D.Adams.",4,3,1,LV,KC,LV,46,00:51,30,29,N,56,0.564176929090172,0.435823070909828,1.22208657790907,SHOTGUN,2x2,12.0,I,15.0,68.16,2.71,False,TRADITIONAL,2.29999995231628,INSIDE_BOX,2.503,2.50300002098083,,False,False,False,0,,,,0,0,0.178700629466524,-0.178700629466524,-0.868643500842154,True,,,0,Cover 6-Left,Zone,1
12313,2022110603,915,(15:00) D.Bakhtiari reported in as eligible.  A.Rodgers pass short left intended for D.Bakhtiari INTERCEPTED by A.Hutchinson at DET 0. Touchback.,2,4,1,GB,DET,DET,1,15:00,0,0,N,11,0.20900191552937,0.79099808447063,4.39613170176744,SINGLEBACK,2x1,17.0,IN,1.0,8.4,15.57,True,DESIGNED_ROLLOUT_RIGHT,7.17000007629395,OUTSIDE_RIGHT,2.451,2.29999995231628,,False,False,False,0,,,,0,0,0.107713622972369,-0.107713622972369,-5.52603570977226,True,OUTSIDE ZONE,,0,Goal Line,Other,1
12336,2022110607,2409,(5:40) T.Heinicke pass incomplete short right to T.McLaurin (A.Evans).,3,4,1,WAS,MIN,MIN,38,05:40,10,7,N,72,0.623047895729542,0.376952104270458,1.55594055005349,SINGLEBACK,3x1,11.0,I,9.0,81.52,15.31,False,DESIGNED_ROLLOUT_RIGHT,6.46999979019165,OUTSIDE_RIGHT,3.17,2.0,,False,False,False,0,,,,0,0,-0.15074422955513,0.15074422955513,-4.08945548068732,True,OUTSIDE ZONE,,0,Quarters,Zone,1
12364,2022100201,2864,"(9:58) N.Chubb left end for 28 yards, TOUCHDOWN.",4,1,10,CLE,ATL,ATL,28,09:58,17,13,N,38,0.553198035806417,0.446801964193583,4.11069014354143,SINGLEBACK,3x1,4.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_LEFT,,28,28,-0.157274816185236,0.157274816185236,2.88930985645857,False,OUTSIDE ZONE,,0,Cover-2,Zone,1
12438,2022101601,2589,(7:13) (Shotgun) J.Brissett pass deep right intended for D.Njoku INTERCEPTED by J.Mills [J.Bentley] at NE 45. J.Mills to CLV 40 for 15 yards (A.Cooper).,3,1,10,CLE,NE,CLE,28,07:13,6,17,N,82,0.224161945283413,0.775838054716587,1.42530761146918,EMPTY,3x2,4.0,IN,27.0,58.41,49.38,False,TRADITIONAL,3.15000009536743,INSIDE_BOX,2.403,2.40300011634827,,False,True,False,0,,,,0,0,-0.111254403367639,0.111254403367639,-5.07644460559823,True,,,0,Cover-0,Man,1
12450,2022110606,2302,"(6:29) (Shotgun) Z.Wilson sacked at BUF 28 for -10 yards (V.Miller). FUMBLES (V.Miller) [V.Miller], touched at BUF 28, RECOVERED by BUF-A.Epenesa at BUF 29.",3,3,6,NYJ,BUF,BUF,18,06:29,10,14,N,28,0.256570748984814,0.743429251015186,3.92382156220265,SHOTGUN,2x2,8.0,S,,,,False,TRADITIONAL,2.25,OUTSIDE_LEFT,,4.0,4.404,False,False,False,0,,,,-10,-11,-0.110262788832188,0.110262788832188,-5.46811283542775,True,,,0,Cover-1,Man,1
12455,2022101607,2797,(6:16) (Shotgun) M.Trubisky pass short middle to C.Claypool to PIT 36 for 16 yards (L.David).,3,3,15,PIT,TB,PIT,20,06:16,13,12,N,30,0.412812773138285,0.587187226861715,-1.23481152346358,SHOTGUN,3x1,7.0,C,13.0,42.37,28.27,False,TRADITIONAL,3.57999992370605,INSIDE_BOX,2.703,2.70300006866455,,False,False,False,0,,,,16,16,0.110011525452137,-0.110011525452137,3.32590505806729,True,,,0,Cover-3,Zone,1
12456,2022101300,3828,(:42) (Shotgun) J.Fields pass incomplete short right to D.Pettis (D.Forrest) [J.Smith-Williams]. WAS-D.Forrest was injured during the play. CHI-D.Pettis was injured during the play.,4,3,4,CHI,WAS,WAS,4,00:42,7,12,N,106,0.442143567278981,0.557856432721019,4.29166138591245,SHOTGUN,3x1,4.0,I,4.0,117.33,4.31,False,TRADITIONAL,3.1800000667572,INSIDE_BOX,4.205,4.20499992370605,,False,False,False,0,,,,0,0,-0.225228204764426,0.225228204764426,-1.29741621942958,True,,,0,Red Zone,Other,1
12458,2022110610,4162,(:03) (Shotgun) P.Mahomes pass short right to M.Hardman to TEN 27 for 33 yards (T.Mitchell; K.Byard).,4,2,10,KC,TEN,KC,40,00:03,17,17,N,50,0.390222762576069,0.609777237423931,0.172336799791083,SHOTGUN,3x1,6.0,C,9.0,57.02,20.14,False,TRADITIONAL,2.11999988555908,INSIDE_BOX,1.769,1.76900005340576,,False,False,False,0,,,,33,33,0.268062982334778,-0.268062982334778,-0.172336799791083,True,,,0,Prevent,Other,1
12461,2022100907,2663,(4:47) (Shotgun) S.Thompson sacked at MIA 45 for -5 yards (sack split by Q.Williams and J.Franklin-Myers).,3,3,5,MIA,NYJ,,50,04:47,19,17,N,60,0.46134389936924,0.53865610063076,1.75590313575231,SHOTGUN,3x1,3.0,S,,,,False,TRADITIONAL,2.98000001907349,OUTSIDE_LEFT,,3.79999995231628,4.776,False,True,False,0,,,,-5,-5,0.111847911030054,-0.111847911030054,-2.37481927755289,True,,,0,Cover-1,Man,1
12471,2022100913,2747,(4:18) (Shotgun) T.Boyd sacked at BLT 14 for -12 yards (M.Peters).,3,2,2,CIN,BAL,BAL,2,04:18,13,10,N,12,0.445539608597755,0.554460391402245,5.95604412909597,SHOTGUN,2x2,5.0,S,,,,False,SCRAMBLE_ROLLOUT_RIGHT,5.34999990463257,OUTSIDE_RIGHT,,0.0,4.963,False,False,False,0,,,,-12,-12,0.118232551962137,-0.118232551962137,-2.56754664122127,True,TRICK,,0,Cover-0,Man,1
12489,2022091801,4276,(:13) (Shotgun) J.Brissett pass deep left intended for A.Cooper INTERCEPTED by A.Davis at NYJ 36. A.Davis to 50 for 14 yards.,4,1,10,CLE,NYJ,CLE,46,00:13,30,31,N,64,0.228226266615093,0.771773733384907,0.515253419813234,SHOTGUN,3x1,11.0,IN,18.0,44.37,17.47,False,TRADITIONAL,4.30999994277954,INSIDE_BOX,3.237,3.23699998855591,,False,False,False,0,,,,0,0,-0.21658937195316,0.21658937195316,-0.883002972812392,True,,,0,2-Man,Man,1
12493,2022100210,2483,"(8:53) (Shotgun) Z.Wilson pass short right intended for T.Conklin INTERCEPTED by M.Fitzpatrick at NYJ 38. M.Fitzpatrick for 38 yards, TOUCHDOWN. Penalty on NYJ-G.Wilson, Offensive Pass Interference, declined. The Replay Official reviewed the runner was inbounds ruling, and the play was REVERSED. (Shotgun) Z.Wilson pass short right intended for T.Conklin INTERCEPTED by M.Fitzpatrick at NYJ 38. M.Fitzpatrick ran ob at NYJ 4 for 34 yards (Br.Hall). Penalty on NYJ-G.Wilson, Offensive Pass Interference, declined.",3,3,6,NYJ,PIT,NYJ,30,08:53,6,10,N,40,0.386705368757248,0.613294631242752,0.275994446594268,SHOTGUN,2x2,4.0,IN,8.0,44.32,12.91,False,TRADITIONAL,4.21999979019165,INSIDE_BOX,2.669,2.66899991035461,,False,False,False,0,,,0.0,0,0,0.23200449347496,-0.23200449347496,-6.40860487526515,True,,,0,Cover-1,Man,1
12505,2022091805,2998,(14:44) (Shotgun) D.Jones pass deep left to D.Sills to CAR 41 for 24 yards (S.Thompson).,4,3,10,NYG,CAR,NYG,35,14:44,13,13,N,45,0.460425231605768,0.539574768394232,0.237344566034153,SHOTGUN,3x1,9.0,C,17.0,61.73,40.73,True,TRADITIONAL,3.58999991416931,INSIDE_BOX,3.522,3.5220000743866,,False,False,False,0,,,,24,24,0.108570490032434,-0.108570490032434,3.09858671633992,True,UNDEFINED,,0,Cover-3,Zone,1
12513,2022103011,3046,"(9:24) (No Huddle, Shotgun) G.Smith pass deep right to T.Lockett for 33 yards, TOUCHDOWN [K.Thibodeaux].",4,1,10,SEA,NYG,NYG,33,09:24,13,13,N,43,0.697838477790356,0.302161522209644,3.94080804823898,SHOTGUN,3x1,24.0,C,30.0,12.8,51.66,False,TRADITIONAL,3.00999999046326,INSIDE_BOX,3.27,3.26999998092651,,False,False,False,0,,,,33,33,0.150234755128622,-0.150234755128622,3.05919195176102,True,,,0,Cover-3 Seam,Zone,1
12514,2022103001,3439,"(3:12) D.Foreman left guard for 12 yards, TOUCHDOWN.",4,2,11,CAR,ATL,ATL,12,03:12,24,21,N,98,0.460317775607109,0.539682224392891,4.19525501743192,SINGLEBACK,2x2,20.0,,,,,False,,,,,,,,,,0,False,INSIDE_RIGHT,,12,12,-0.197044529020786,0.197044529020786,2.80474498256808,False,OUTSIDE ZONE,,1,Cover-3,Zone,1
12557,2022101700,865,(2:40) (Shotgun) R.Wilson pass deep right to J.Jeudy to LAC 39 for 37 yards (A.Gilman).,1,3,13,DEN,LAC,DEN,24,02:40,0,3,N,34,0.557624038308859,0.442375961691141,-1.03576186485589,EMPTY,3x2,3.0,C,22.0,56.49,2.45,False,SCRAMBLE,3.70000004768372,OUTSIDE_RIGHT,6.54,4.90000009536743,,False,False,False,0,,,,37,37,-0.105552822351456,0.105552822351456,4.59674657147843,True,,,0,Cover-1,Man,1
12566,2022091811,4419,(5:26) (Shotgun) D.Carr pass short left to H.Renfrow to LV 44 for 7 yards (I.Simmons).,5,2,10,LV,ARI,LV,37,05:26,23,23,N,47,0.551316872588468,0.448683127411532,1.23396126576699,EMPTY,3x2,6.0,C,-2.0,45.46,38.43,False,TRADITIONAL,1.76999998092651,INSIDE_BOX,1.486,1.48599994182587,,False,False,False,0,,,,7,7,-0.133398068673066,0.133398068673066,-0.683962126728147,True,,,0,Cover 6-Left,Zone,1
12595,2022110607,3258,(8:09) (Shotgun) T.Heinicke pass deep middle intended for L.Thomas INTERCEPTED by H.Smith at WAS 47. H.Smith to WAS 12 for 35 yards (C.Sims).,4,2,11,WAS,MIN,WAS,30,08:09,17,10,N,80,0.852601315826178,0.147398684173822,0.580971811665222,EMPTY,3x2,5.0,IN,17.0,67.84,22.65,False,TRADITIONAL,4.48000001907349,INSIDE_BOX,2.569,2.56900000572205,,False,False,False,0,,,,0,0,-0.228768799453974,0.228768799453974,-5.62281585467281,True,,,0,Cover-3 Seam,Zone,1
12652,2022110608,3261,(10:58) (Shotgun) G.Smith scrambles up the middle to ARZ 33 for 18 yards (A.Hamilton).,4,3,7,SEA,ARI,SEA,49,10:58,14,17,N,61,0.317307189106941,0.682692810893059,1.26032259617932,SHOTGUN,3x1,2.0,R,,,,False,SCRAMBLE,2.73000001907349,,,,,,False,,0,False,INSIDE_RIGHT,,18,18,-0.108546413481236,0.108546413481236,2.58833558659535,True,,,0,Cover-2,Zone,1
12654,2022101000,367,"(8:36) D.Carr pass deep middle to D.Adams for 58 yards, TOUCHDOWN.",1,4,1,LV,KC,LV,42,08:36,0,0,N,52,0.639320842921734,0.360679157078266,0.148804729571566,I_FORM,1x1,5.0,C,36.0,86.55,18.26,True,TRADITIONAL,7.67000007629395,INSIDE_BOX,3.337,3.33699989318848,,False,False,False,0,,,,58,58,-0.188323482871056,0.188323482871056,6.85119527042843,True,UNDEFINED,,0,Cover-0,Man,1
12663,2022101610,1182,"(11:44) (Shotgun) P.Mahomes pass short left to J.Smith-Schuster for 42 yards, TOUCHDOWN.",2,3,10,KC,BUF,BUF,42,11:44,0,3,N,52,0.3879086188972,0.6120913811028,1.60948918492068,SHOTGUN,3x1,10.0,C,8.0,44.08,14.25,False,SCRAMBLE,4.6100001335144,OUTSIDE_RIGHT,6.74,4.80000019073486,,False,False,False,0,,,,42,42,0.174858782440424,-0.174858782440424,5.39051081507932,True,,,0,Cover-2,Zone,1
12686,2022100903,3266,"(5:02) D.Pierce up the middle to JAX 2 for 20 yards (D.Smoot, A.Cisco).",4,2,5,HOU,JAX,JAX,22,05:02,6,6,N,88,0.340290188789368,0.659709811210632,4.31456726352917,SINGLEBACK,2x2,9.0,,,,,False,,,,,,,,,,0,False,INSIDE_LEFT,,20,20,-0.130395121872425,0.130395121872425,1.85350577358622,False,POWER,,0,Cover-1,Man,1
12696,2022100902,445,(8:56) (Shotgun) J.Herbert pass incomplete short left to M.Williams (D.Ward).,1,4,2,LAC,CLE,CLE,28,08:56,7,0,N,82,0.576963841915131,0.423036158084869,2.27419528260361,SHOTGUN,3x1,25.0,I,4.0,86.95,46.99,False,TRADITIONAL,2.30999994277954,INSIDE_BOX,2.081,2.08100008964539,,False,False,False,0,,,,0,0,0.100024249404669,-0.100024249404669,-3.7069126231363,True,,,0,Cover-1,Man,1
12732,2022103011,1465,"(6:37) (Shotgun) G.Smith pass short right to T.Lockett to SEA 4 for 2 yards (A.Jackson). FUMBLES (A.Jackson), RECOVERED by NYG-A.Jackson at SEA 3. A.Jackson to SEA 2 for 1 yard (T.Lockett).",2,1,10,SEA,NYG,SEA,2,06:37,7,0,N,12,0.808425741270185,0.191574258729815,0.283969365991652,SHOTGUN,2x1,17.0,C,2.0,14.25,12.16,False,TRADITIONAL,1.44000005722046,INSIDE_BOX,1.635,1.63499999046326,,False,False,False,0,,,,1,0,-0.147678272798657,0.147678272798657,-6.41772541007958,True,,,0,Cover-1,Man,1
12769,2022092509,1140,"(12:34) (Shotgun) J.Herbert sacked at LAC 30 for -9 yards (D.Smoot). FUMBLES (D.Smoot) [D.Smoot], RECOVERED by JAX-F.Oluokun at LAC 28.",2,3,10,LAC,JAX,LAC,39,12:34,0,6,N,71,0.443352304399014,0.556647695600986,0.654145845444873,SHOTGUN,2x2,5.0,S,,,,False,TRADITIONAL,4.42999982833862,OUTSIDE_LEFT,,,4.504,False,False,False,0,,,,-11,-11,-0.115795755758882,0.115795755758882,-4.79511414165609,True,,,0,2-Man,Man,1
12834,2022110600,3074,"(9:04) (Shotgun) J.Herbert pass short left to A.Ekeler for 37 yards, TOUCHDOWN. The Replay Official reviewed the runner was not down by contact ruling, and the play was REVERSED. (Shotgun) J.Herbert pass short left to A.Ekeler to ATL 38 for -1 yards (I.Oliver).",4,3,3,LAC,ATL,ATL,37,09:04,17,14,N,73,0.512043382972479,0.487956617027521,2.60592515033204,EMPTY,4x1,13.0,C,-1.0,72.72,39.72,False,TRADITIONAL,2.05999994277954,INSIDE_BOX,1.769,1.76900005340576,,False,False,False,0,,,,-1,-1,0.118227038532495,-0.118227038532495,-1.82592211535666,True,,,0,Cover-3,Zone,1
12852,2022100900,3638,(1:11) (Shotgun) A.Rodgers pass incomplete short left to R.Cobb (K.Thibodeaux).,4,3,1,GB,NYG,NYG,6,01:11,20,27,N,16,0.368235829037925,0.631764170962075,4.98657537496183,SHOTGUN,3x1,5.0,I,6.0,6.53,22.66,False,TRADITIONAL,3.36999988555908,INSIDE_BOX,2.503,2.50300002098083,,True,False,False,0,,,,0,0,-0.110791884114345,0.110791884114345,-1.18151804013178,True,,,0,Cover-0,Man,1
12893,2022100210,370,(7:41) (Shotgun) M.Trubisky pass deep middle intended for D.Johnson INTERCEPTED by L.Joyner at PIT 40. L.Joyner to PIT 36 for 4 yards (N.Harris).,1,1,10,PIT,NYJ,PIT,23,07:41,0,0,N,87,0.604338657110929,0.395661342889071,1.08394448179752,EMPTY,3x2,16.0,IN,17.0,80.76,18.97,False,TRADITIONAL,2.22000002861023,INSIDE_BOX,1.969,1.96899998188019,,False,False,False,0,,,,0,0,-0.130192272365093,0.130192272365093,-4.94887846708298,True,,,0,Quarters,Zone,1
12952,2022091801,4131,(:55) (Shotgun) J.Flacco pass short middle to G.Wilson to CLV 15 for 12 yards (G.Delpit).,4,2,10,NYJ,CLE,CLE,27,00:55,30,24,N,83,0.734437264502048,0.265562735497952,2.88326945574954,EMPTY,3x2,11.0,C,9.0,91.55,22.18,False,TRADITIONAL,3.04999995231628,INSIDE_BOX,2.202,2.20199990272522,,False,True,False,0,,,,12,12,-0.175399305298924,0.175399305298924,1.29554888274288,True,,,0,Quarters,Zone,1
12972,2022110601,3661,(1:29) (Shotgun) J.Fields pass incomplete short right to E.St. Brown.,4,4,10,CHI,MIA,CHI,42,01:29,32,35,N,52,0.20145957916975,0.79854042083025,0.377251130179502,EMPTY,4x1,1.0,I,14.0,66.12,7.82,False,SCRAMBLE,4.30999994277954,OUTSIDE_RIGHT,4.539,4.0,,False,False,False,0,,,,0,0,-0.191329851280898,0.191329851280898,-3.10664127918426,True,,,0,Cover-1,Man,1
12985,2022091108,3105,(8:55) (Shotgun) D.Jones pass short left intended for S.Barkley INTERCEPTED by A.Hooker at TEN -4. Touchback.,4,3,7,NYG,TEN,TEN,8,08:55,20,13,N,102,0.72270867228508,0.27729132771492,3.99577742023394,SHOTGUN,3x1,4.0,IN,8.0,114.66,51.24,False,TRADITIONAL,4.01000022888184,INSIDE_BOX,2.837,2.83699989318848,,False,False,False,0,,,,0,0,0.152136854827404,-0.152136854827404,-5.05544879357331,True,,,0,Bracket,Other,1
12990,2022100900,3133,"(9:13) (No Huddle, Shotgun) D.Jones pass short left to S.Barkley pushed ob at GB 19 for 41 yards (Q.Walker).",4,2,10,NYG,GB,NYG,40,09:13,20,20,N,50,0.634668998420238,0.365331001579762,1.9636810736265,SHOTGUN,2x2,19.0,C,3.0,53.26,30.92,False,TRADITIONAL,3.60999989509583,INSIDE_BOX,2.67,2.67000007629395,,False,False,False,0,,,,41,41,-0.233380854129791,0.233380854129791,2.81983751087682,True,,,0,Cover-3,Zone,1
13000,2022091805,3706,(2:42) (Shotgun) B.Mayfield sacked at CAR 37 for -9 yards (J.Love).,4,3,6,CAR,NYG,CAR,46,02:42,19,16,N,64,0.670761838555336,0.329238161444664,1.23706482886337,SHOTGUN,3x1,4.0,S,,,,False,TRADITIONAL,2.82999992370605,INSIDE_BOX,,,3.596,False,False,False,0,,,,-9,-9,0.122792221605778,-0.122792221605778,-2.14492496394087,True,,,0,Quarters,Zone,1
13010,2022100201,2969,"(8:40) T.Allgeier right end to CLV 7 for 42 yards (G.Delpit). PENALTY on CLV-T.Togiai, Defensive Holding, 3 yards, enforced at CLV 7.",4,1,10,ATL,CLE,CLE,49,08:40,17,20,N,61,0.476735919713974,0.523264080286026,2.79871755873319,SINGLEBACK,3x1,9.0,,,,,False,,,,,,,,,,0,False,OUTSIDE_RIGHT,3.0,42,45,0.158827289938927,-0.158827289938927,3.18857944611227,False,OUTSIDE ZONE,,0,Cover-3,Zone,1
13036,2022102301,2441,(3:55) D.Foreman right tackle pushed ob at TB 17 for 60 yards (Z.McCollum).,3,2,10,CAR,TB,CAR,23,03:55,7,0,N,87,0.525931559503078,0.474068440496922,0.242758762091398,SINGLEBACK,2x2,13.0,,,,,False,,,,,,,,,,0,False,INSIDE_LEFT,,60,60,0.216179370880127,-0.216179370880127,4.58892796887085,False,OUTSIDE ZONE,,1,Cover-3,Zone,1
13074,2022101610,3894,(2:11) (Shotgun) J.Allen pass deep right to S.Diggs to KC 28 for 18 yards (Ja.Watson; J.Thornhill). KC-Ja.Watson was injured during the play. His return is Questionable.,4,2,10,BUF,KC,KC,46,02:11,20,17,N,56,0.555122293531895,0.444877706468105,2.47553172719199,EMPTY,3x2,4.0,C,18.0,37.52,37.13,False,TRADITIONAL,3.54999995231628,INSIDE_BOX,3.237,3.23699998855591,,False,False,False,0,,,,18,18,-0.162687130272388,0.162687130272388,1.36162668891484,True,,,0,Quarters,Zone,1
13089,2022110603,2135,(10:20) D.Skipper reported in as eligible.  J.Goff pass deep left intended for A.St. Brown INTERCEPTED by J.Alexander at GB 48. J.Alexander ran ob at DET 23 for 29 yards (D.Skipper).,3,1,10,DET,GB,DET,35,10:20,8,0,N,45,0.729437034577131,0.270562965422869,1.79832817660645,I_FORM,1x1,12.0,IN,17.0,63.56,41.2,True,TRADITIONAL,6.51999998092651,INSIDE_BOX,3.47,3.47000002861023,,False,False,False,0,,,,0,0,-0.170920990407467,0.170920990407467,-6.36797780136112,True,OUTSIDE ZONE,,0,Cover-3,Zone,1
